task_id,model,policy,reward,map_name,map_family,map_size,seed,success,steps,total_return,oracle_steps,path_efficiency,collisions,invalid_actions,pickup_step,cycle_events,interaction_cycle_events,state_revisit_rate,mean_inference_ms
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_09_15x15.txt,blocks,15x15,907,1,32,10.679999999999998,26,0.8125,0,0,18,4,0,0.0625,1.1857724687729387
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_09_15x15.txt,blocks,15x15,1009,1,30,10.669999999999998,26,0.8666666666666667,0,0,20,3,0,0.06666666666666667,0.3500690333263871
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_15_20x20.txt,blocks,20x20,101,1,46,11.289999999999996,38,0.8260869565217391,0,0,15,5,0,0.10869565217391304,0.29517093476581224
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_15_20x20.txt,blocks,20x20,211,1,38,11.159999999999997,36,0.9473684210526315,0,0,11,4,0,0.02631578947368421,0.30539365793389917
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_15_20x20.txt,blocks,20x20,307,1,64,11.469999999999999,40,0.625,0,0,53,3,0,0.171875,0.6106371875063132
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_15_20x20.txt,blocks,20x20,401,1,54,11.329999999999997,38,0.7037037037037037,0,0,30,6,0,0.14814814814814814,0.3092678333545067
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_15_20x20.txt,blocks,20x20,503,1,54,11.419999999999995,40,0.7407407407407407,0,0,16,5,0,0.07407407407407407,0.30194087040163814
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_15_20x20.txt,blocks,20x20,601,1,40,11.169999999999996,36,0.9,0,0,16,5,0,0.05,0.30830420000711456
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_15_20x20.txt,blocks,20x20,701,1,38,11.159999999999997,36,0.9473684210526315,0,0,9,4,0,0.02631578947368421,1.0164681053586384
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_15_20x20.txt,blocks,20x20,809,1,38,11.159999999999997,36,0.9473684210526315,0,0,16,4,0,0.02631578947368421,0.2974881841318596
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_15_20x20.txt,blocks,20x20,907,1,54,11.509999999999996,42,0.7777777777777778,0,0,23,5,0,0.09259259259259259,0.30934762969115615
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_15_20x20.txt,blocks,20x20,1009,0,240,1.2000000000000006,40,0.0,0,0,,18,0,0.8583333333333333,0.39125752914136075
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_04_10x10.txt,mixed,10x10,101,1,16,10.15,16,1.0,0,0,6,2,0,0.0,0.2970429375181993
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_04_10x10.txt,mixed,10x10,211,1,16,10.15,16,1.0,0,0,5,3,0,0.0,0.31973925001693715
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_04_10x10.txt,mixed,10x10,307,1,16,10.15,16,1.0,0,0,13,2,0,0.0,0.36440406256588176
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_04_10x10.txt,mixed,10x10,401,1,16,10.15,16,1.0,0,0,7,2,0,0.0,0.3306704376200287
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_04_10x10.txt,mixed,10x10,503,1,16,10.15,16,1.0,0,0,6,1,0,0.0,0.33124687507779527
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_04_10x10.txt,mixed,10x10,601,1,16,10.15,16,1.0,0,0,6,3,0,0.0,0.3052538749557243
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_mixed_04_10x10.txt,mixed,10x10,701,1,16,10.15,16,1.0,0,0,4,1,0,0.0,0.299256937410064
